"","Assemblage","cell_long","cell_lat","variable","value"
"778","1015703",1114503.46954471,-61593.9655090235,"H2",0.722048947933341
"779","1015703",1114503.46954471,-61593.9655090235,"cluster.coefficient.HL",0.40990990990991
"780","1015703",1114503.46954471,-61593.9655090235,"cluster.coefficient.LL",0.412162162162162
"781","1132660",5244503.46954471,-1021593.96550902,"qTD",1.50977142857629
"782","1132660",5244503.46954471,-1021593.96550902,"qPD",1.42239992253379
"783","1132660",5244503.46954471,-1021593.96550902,"qFD",1.12956304808834
"784","1132660",5244503.46954471,-1021593.96550902,"connectance",0.388888888888889
"785","1132660",5244503.46954471,-1021593.96550902,"compartment.diversity",1.69843323402318
"786","1132660",5244503.46954471,-1021593.96550902,"cluster.coefficient",0.166666666666667
"787","1132660",5244503.46954471,-1021593.96550902,"NODF",27.7777777777778
"788","1132660",5244503.46954471,-1021593.96550902,"H2",0.579554120956695
"789","1132660",5244503.46954471,-1021593.96550902,"cluster.coefficient.HL",0.819444444444444
"790","1132660",5244503.46954471,-1021593.96550902,"cluster.coefficient.LL",0.413194444444444
"791","1253932",3964503.46954471,-2021593.96550902,"qTD",3.01051933173969
"792","1253932",3964503.46954471,-2021593.96550902,"qPD",2.3151405241701
"793","1253932",3964503.46954471,-2021593.96550902,"qFD",1.58866950969177
"794","1253932",3964503.46954471,-2021593.96550902,"connectance",0.233333333333333
"795","1253932",3964503.46954471,-2021593.96550902,"compartment.diversity",3.82712236060196
"796","1253932",3964503.46954471,-2021593.96550902,"cluster.coefficient",0.2
"797","1253932",3964503.46954471,-2021593.96550902,"NODF",8
"798","1253932",3964503.46954471,-2021593.96550902,"H2",0.685331478961586
"799","1253932",3964503.46954471,-2021593.96550902,"cluster.coefficient.HL",0.26
"800","1253932",3964503.46954471,-2021593.96550902,"cluster.coefficient.LL",0.266666666666667
"801","1317092",4284503.46954471,-2541593.96550902,"qTD",4.72500203023704
"802","1317092",4284503.46954471,-2541593.96550902,"qPD",3.04241862350869
"803","1317092",4284503.46954471,-2541593.96550902,"qFD",1.71328977890208
"804","1317092",4284503.46954471,-2541593.96550902,"connectance",0.194444444444444
"805","1317092",4284503.46954471,-2541593.96550902,"compartment.diversity",4.7622031559046
"806","1317092",4284503.46954471,-2541593.96550902,"cluster.coefficient",0.166666666666667
"807","1317092",4284503.46954471,-2541593.96550902,"NODF",6.66666666666667
"808","1317092",4284503.46954471,-2541593.96550902,"H2",0.592163821931731
"809","1317092",4284503.46954471,-2541593.96550902,"cluster.coefficient.HL",0.222222222222222
"810","1317092",4284503.46954471,-2541593.96550902,"cluster.coefficient.LL",0.222222222222222
"811","1362013",4314503.46954471,-2911593.96550902,"qTD",1.77224277712214
"812","1362013",4314503.46954471,-2911593.96550902,"qPD",1.64244805823024
"813","1362013",4314503.46954471,-2911593.96550902,"qFD",1.30797817835951
"814","1362013",4314503.46954471,-2911593.96550902,"connectance",0.25
"815","1362013",4314503.46954471,-2911593.96550902,"compartment.diversity",3.93111209131334
"816","1362013",4314503.46954471,-2911593.96550902,"cluster.coefficient",0.2
"817","1362013",4314503.46954471,-2911593.96550902,"NODF",0
"818","1362013",4314503.46954471,-2911593.96550902,"H2",1
"819","1362013",4314503.46954471,-2911593.96550902,"cluster.coefficient.HL",0.253333333333333
"820","1362013",4314503.46954471,-2911593.96550902,"cluster.coefficient.LL",0.25
